isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
True,16,5969538,599.0,1,0.001669449,0.5786,0.3303,
True,17,6046332,598.0,11,0.018394649,0.5787,0.3302,
True,18,6046456,598.0,4,0.006688963,0.5787,0.3299,
True,19,7416848,603.0,13,0.021558871,0.5787,0.3294,
True,20,9684449,610.0,64,0.10491803,0.5656,0.272,
True,21,10431873,604.0,13,0.02152318,0.5636,0.2742,
True,22,17289187,638.0,141,0.22100313,0.81,0.7675,
True,23,17338649,648.0,64,0.09876543,0.8047,0.7729,
True,24,17391749,637.0,12,0.018838305,0.7952,0.7852,
True,25,17444366,647.0,23,0.035548687,0.7917,0.789,
False,26,17480576,640.0,7,0.0109375,0.8021,0.806,
True,27,17483647,640.0,1,0.0015625,0.8017,0.8077,
True,28,17513254,647.0,32,0.04945904,0.7993,0.8107,
True,29,18121140,606.0,110,0.18151815,0.7867,0.7243,
True,30,18250703,606.0,3,0.004950495,0.8619,0.6821,
True,31,18652170,582.0,24,0.041237112,0.8648,0.6856,
True,32,19101271,582.0,1,0.0017182131,0.8652,0.69,
False,33,19117273,580.0,2,0.0034482758,0.8652,0.6889,
False,34,19152681,581.0,2,0.0034423408,0.8651,0.6869,
True,35,19458879,580.0,8,0.013793103,0.867,0.6796,
True,36,19461693,583.0,7,0.012006861,0.8667,0.6822,
True,37,19856225,582.0,5,0.008591065,0.8649,0.683,
True,38,21788085,658.0,210,0.31914893,0.8514,0.6441,
True,39,22128057,658.0,1,0.0015197569,0.8514,0.6427,
True,40,22216145,658.0,65,0.09878419,0.848,0.6458,
True,41,23351571,657.0,3,0.00456621,0.8367,0.6821,
True,42,28002372,669.0,184,0.27503738,0.8335,0.6834,
False,43,28178515,667.0,2,0.0029985008,0.8334,0.6824,
True,44,29879049,675.0,76,0.11259259,0.8268,0.681,
True,45,31614508,676.0,3,0.00443787,0.8249,0.6798,
True,46,32052153,690.0,54,0.07826087,0.8246,0.6807,
True,47,32154443,680.0,16,0.023529412,0.8241,0.6792,
True,48,32159590,771.0,473,0.613489,0.8461,0.5332,
True,49,32676507,689.0,83,0.120464444,0.8434,0.5351,
True,50,32766954,689.0,2,0.0029027576,0.8433,0.5345,
True,51,48828055,689.0,2,0.0029027576,0.6223,0.4537,
True,52,48896854,689.0,2,0.0029027576,0.6273,0.4598,
