isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
True,6,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,7,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,8,10295340,325.0,22,0.06769231,0.9247,0.406,
False,9,10909973,398.0,73,0.18341708,0.925,0.4178,
True,10,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,11,46254083,272.0,53,0.19485295,0.8013,0.2296,
True,0,0,347.0,347,1.0,0.8269,0.0002,10.0
True,1,7325546,349.0,349,1.0,0.8314,0.1461,10.0
True,2,7326956,0.0,349,inf,0.8357,0.2723,
False,0,0,53.0,53,1.0,0.9276,0.2599,3.0
False,1,284340,106.0,53,0.5,0.9297,0.2907,
False,2,287248,159.0,53,0.33333334,0.9294,0.3329,
True,3,482237,212.0,53,0.25,0.9285,0.3788,
True,4,3897429,265.0,53,0.2,0.9264,0.4056,3.0
False,5,4219896,265.0,2,0.00754717,0.9266,0.4093,
True,6,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,7,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,8,10295340,325.0,22,0.06769231,0.9247,0.406,
False,9,10909973,398.0,73,0.18341708,0.925,0.4178,
True,10,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,11,46254083,272.0,53,0.19485295,0.8013,0.2296,
True,0,0,442.0,442,1.0,0.8269,0.0002,
True,1,108622468,0.0,442,inf,0.7981,0.4948,
True,0,0,552.0,552,1.0,0.8269,0.0002,
True,1,108622468,0.0,552,inf,0.7981,0.4948,
False,0,0,53.0,53,1.0,0.9276,0.2599,3.0
False,1,284340,106.0,53,0.5,0.9297,0.2907,
False,2,287248,159.0,53,0.33333334,0.9294,0.3329,
True,3,482237,212.0,53,0.25,0.9285,0.3788,
True,4,3897429,265.0,53,0.2,0.9264,0.4056,
True,5,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,6,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,7,10295340,325.0,22,0.06769231,0.9247,0.406,
False,8,10909973,398.0,73,0.18341708,0.925,0.4178,
True,9,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,10,46254083,272.0,53,0.19485295,0.8013,0.2296,
False,0,0,53.0,53,1.0,0.9276,0.2599,3.0
False,1,284340,106.0,53,0.5,0.9297,0.2907,
False,2,287248,159.0,53,0.33333334,0.9294,0.3329,
True,3,482237,212.0,53,0.25,0.9285,0.3788,
True,4,3897429,265.0,53,0.2,0.9264,0.4056,
True,5,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,6,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,7,10295340,325.0,22,0.06769231,0.9247,0.406,
False,8,10909973,398.0,73,0.18341708,0.925,0.4178,
True,9,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,10,46254083,272.0,53,0.19485295,0.8013,0.2296,
False,0,0,53.0,53,1.0,0.9276,0.2599,3.0
False,1,284340,106.0,53,0.5,0.9297,0.2907,
False,2,287248,159.0,53,0.33333334,0.9294,0.3329,
True,3,482237,212.0,53,0.25,0.9285,0.3788,
True,4,3897429,265.0,53,0.2,0.9264,0.4056,
True,5,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,6,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,7,10295340,325.0,22,0.06769231,0.9247,0.406,
False,8,10909973,398.0,73,0.18341708,0.925,0.4178,
True,9,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,10,46254083,272.0,53,0.19485295,0.8013,0.2296,
False,0,0,53.0,53,1.0,0.9276,0.2599,3.0
False,1,284340,106.0,53,0.5,0.9297,0.2907,
False,2,287248,159.0,53,0.33333334,0.9294,0.3329,
True,3,482237,212.0,53,0.25,0.9285,0.3788,
True,4,3897429,265.0,53,0.2,0.9264,0.4056,
True,5,8558891,285.0,22,0.077192985,0.9231,0.3972,3.0
False,6,8611611,305.0,22,0.07213115,0.9249,0.4047,
False,7,10295340,325.0,22,0.06769231,0.9247,0.406,
False,8,10909973,398.0,73,0.18341708,0.925,0.4178,
True,9,14861759,325.0,73,0.22461538,0.9223,0.4261,
False,10,46254083,272.0,53,0.19485295,0.8013,0.2296,
True,0,0,425.0,425,1.0,0.8269,0.0002,
True,1,108622468,0.0,425,inf,0.7981,0.4948,
True,0,0,316.0,316,1.0,0.8352,0.3735,
True,1,1986292,435.0,137,0.31494254,0.8413,0.4013,
True,2,1989136,438.0,3,0.006849315,0.8413,0.3939,
True,3,2092188,459.0,458,0.99782133,0.8414,0.3801,
True,4,2101333,463.0,9,0.019438446,0.8414,0.3748,
False,5,2103476,463.0,2,0.0043196543,0.8414,0.3698,
False,6,2103998,469.0,6,0.012793177,0.8413,0.3609,
False,7,8033668,938.0,469,0.5,0.835,0.5063,
False,8,24199414,1407.0,469,0.33333334,0.7826,0.8477,
False,9,34828884,1876.0,469,0.25,0.8386,0.4367,
True,10,34836264,1896.0,21,0.011075949,0.8452,0.4016,
True,11,34870292,1901.0,5,0.0026301946,0.845,0.383,
True,12,34877972,1939.0,41,0.021144921,0.8444,0.3832,
False,13,34996566,1929.0,10,0.005184033,0.8419,0.3674,
True,14,53670874,1972.0,94,0.047667343,0.8939,0.6477,
False,15,53838063,1972.0,1,0.0005070994,0.894,0.6457,
False,16,53841038,1971.0,4,0.0020294266,0.894,0.644,
True,17,54704041,1987.0,125,0.06290891,0.8914,0.6534,
False,18,54995849,2003.0,125,0.06240639,0.8917,0.6638,
True,19,55196987,2008.0,5,0.00249004,0.8893,0.6805,
False,20,66446925,2008.0,1,0.000498008,0.8812,0.736,
False,21,66447052,2008.0,1,0.000498008,0.8812,0.7347,
True,22,66544367,2039.0,152,0.074546345,0.8809,0.7087,
False,23,66544388,2070.0,153,0.073913045,0.8773,0.694,
False,24,67312049,2077.0,9,0.004333173,0.8769,0.6898,
True,25,67312049,2084.0,9,0.004318618,0.8769,0.6898,
True,26,71797099,2090.0,6,0.0028708135,0.8752,0.5481,
False,27,72042369,2096.0,6,0.0028625955,0.8754,0.5482,
True,28,73636677,2096.0,1,0.00047709924,0.866,0.4697,
False,29,73884593,2096.0,1,0.00047709924,0.866,0.4665,
True,30,75274151,2149.0,135,0.06281991,0.8587,0.5111,
True,31,75355700,2155.0,18,0.008352668,0.8587,0.5079,
True,32,75356666,2160.0,7,0.0032407406,0.8587,0.5044,
False,33,76216001,2155.0,5,0.0023201855,0.861,0.4922,
False,34,85013117,2162.0,10,0.004625347,0.768,0.3834,
True,35,85351837,2177.0,16,0.0073495638,0.7476,0.4187,
False,36,85612179,2236.0,141,0.06305903,0.7713,0.464,
True,37,85627412,2295.0,141,0.06143791,0.7836,0.4902,
False,38,85638337,2310.0,16,0.006926407,0.7667,0.5313,
True,39,85643013,2369.0,125,0.05276488,0.7801,0.5495,
False,40,85643056,2384.0,26,0.010906041,0.7685,0.5664,
False,41,86049095,2466.0,152,0.06163828,0.7876,0.5718,
False,42,91226843,2465.0,2,0.00081135903,0.7918,0.5825,
False,43,97018903,2464.0,2,0.0008116883,0.792,0.5842,
True,44,97019987,2464.0,1,0.00040584416,0.792,0.5829,
True,45,97042534,2527.0,63,0.024930747,0.7922,0.5824,
True,46,97086135,2483.0,45,0.018123237,0.7912,0.5812,
True,47,97099246,2501.0,22,0.008796481,0.788,0.5847,
True,48,97719713,2179.0,367,0.16842589,0.7981,0.4948,
True,49,97947947,2262.0,114,0.050397877,0.7977,0.4947,
True,50,98635486,2267.0,185,0.08160564,0.8084,0.4825,
True,51,105402895,2268.0,2,0.0008818342,0.8001,0.2277,
True,52,105685644,2267.0,1,0.0004411116,0.7979,0.2175,
False,53,105813675,2267.0,1,0.0004411116,0.798,0.2183,
False,54,111455466,2272.0,5,0.0022007043,0.8017,0.2297,
True,55,111455466,2277.0,5,0.0021958717,0.8017,0.2297,
False,56,112728532,2282.0,5,0.0021910605,0.7927,0.1882,
False,57,115139871,2282.0,3,0.0013146363,0.7243,0.5911,
True,58,115139871,2282.0,3,0.0013146363,0.7243,0.5911,
False,59,116883931,2282.0,3,0.0013146363,0.7649,0.7524,
True,60,118133407,2302.0,24,0.010425717,0.7646,0.7482,
False,61,118297888,2322.0,20,0.008613264,0.7707,0.7515,
True,62,125944234,2318.0,43,0.018550474,0.7393,0.7024,
False,63,128753063,2338.0,20,0.00855432,0.7187,0.6386,
True,64,131237845,2338.0,1,0.000427716,0.7985,0.6116,
False,65,131238104,2338.0,1,0.000427716,0.7985,0.6091,
False,66,132474654,2338.0,1,0.000427716,0.7783,0.6005,
True,67,132826460,2367.0,29,0.012251795,0.8179,0.6168,
True,68,134470052,2372.0,5,0.0021079257,0.833,0.6479,
False,69,134662563,2364.0,9,0.0038071065,0.833,0.6464,
True,70,134664403,2385.0,21,0.008805032,0.8274,0.6822,
False,71,135542409,2374.0,11,0.00463353,0.8387,0.7054,
True,72,136088652,2374.0,7,0.0029486099,0.8404,0.7059,
False,73,136575416,2391.0,17,0.007109996,0.8403,0.7052,
False,74,136607167,2383.0,9,0.003776752,0.8403,0.7018,
True,75,137675407,2388.0,5,0.0020938024,0.8428,0.7041,
False,76,138567309,2387.0,5,0.0020946795,0.8425,0.7108,
True,77,138878155,2382.0,5,0.0020990765,0.8497,0.7114,
False,78,138903415,2399.0,17,0.007086286,0.8503,0.7151,
True,79,139637070,2417.0,18,0.007447249,0.849,0.7184,
False,80,139721517,2418.0,1,0.00041356494,0.8391,0.7232,
False,81,140155568,2417.0,5,0.0020686802,0.8397,0.7266,
True,82,140202912,2422.0,6,0.0024772915,0.8393,0.7092,
True,83,140218652,2399.0,34,0.014172572,0.8423,0.7041,
False,84,140221436,2367.0,37,0.015631601,0.9276,0.2599,
False,85,140505776,2335.0,37,0.015845824,0.9297,0.2907,
False,86,140508684,2308.0,43,0.01863085,0.9294,0.3329,
True,87,140509817,2325.0,17,0.007311828,0.9292,0.3363,
True,88,140703673,2297.0,48,0.020896822,0.9285,0.3788,
True,89,140827948,2280.0,17,0.00745614,0.9284,0.3801,
False,90,141111495,2276.0,43,0.018892795,0.9285,0.3779,
False,91,141149439,2297.0,21,0.00914236,0.9285,0.3783,
False,92,141392523,2314.0,64,0.027657736,0.9285,0.3778,
True,93,144118865,2292.0,126,0.054973822,0.9264,0.4056,
False,94,144441332,2298.0,7,0.003046127,0.9266,0.4093,
True,95,144559999,2302.0,4,0.0017376195,0.9266,0.4068,
False,96,144567231,2306.0,4,0.0017346054,0.9247,0.409,
False,97,145332814,2306.0,1,0.00043365135,0.9234,0.4087,
True,98,145332899,2306.0,1,0.00043365135,0.9234,0.4081,
True,99,145333796,2306.0,1,0.00043365135,0.9234,0.4073,
False,100,145334169,2306.0,1,0.00043365135,0.9234,0.4067,
False,101,145334405,2306.0,1,0.00043365135,0.9234,0.4061,
True,102,145334522,2306.0,1,0.00043365135,0.9234,0.4055,
True,103,145560709,2306.0,1,0.00043365135,0.9234,0.405,
True,104,145560761,2306.0,1,0.00043365135,0.9234,0.4044,
True,105,145560825,2306.0,1,0.00043365135,0.9234,0.4039,
True,106,145560878,2306.0,1,0.00043365135,0.9234,0.4033,
False,107,145578214,2306.0,9,0.003902862,0.923,0.4028,
True,108,145814789,2306.0,1,0.00043365135,0.923,0.4041,
False,109,146598280,2306.0,1,0.00043365135,0.9229,0.405,
